Oficina ZigZag calibration

N1 = (0,0)
N2 = (503,958)
N3 = (584,25)
N4 = (120,936)

Timestamps, x_calculated, y_calculated, d1, d2, d3, d4, rssi1, rssi2, rssi3, rssi4
20171127220759,143,552,572,542,687,445,-61,-695,-565,-605
20171127220759,148,556,583,542,684,454,-60,-655,-665,-695
20171127220800,175,537,572,539,653,443,-60,-655,-575,-675
20171127220801,145,553,572,539,687,449,-60,-675,-585,-585
20171127220801,144,550,570,544,684,454,-59,-675,-725,-565
20171127220802,146,548,568,544,682,458,-59,-705,-575,-575
20171127220802,150,545,572,548,674,474,-59,-665,-585,-585
20171127220803,139,524,550,572,665,465,-59,-665,-745,-585
20171127220804,180,491,542,583,612,471,-58,-745,-745,-675
20171127220804,187,489,542,581,607,471,-51,-745,-565,-615
20171127220805,189,485,539,583,603,474,-51,-735,-585,-595
20171127220806,190,481,539,590,598,469,-56,-735,-635,-615
20171127220807,180,485,539,592,607,462,-56,-735,-575,-615
20171127220807,188,484,544,590,601,467,-51,-735,-555,-625
20171127220808,189,487,544,585,603,460,-51,-735,-555,-625
20171127220808,184,486,542,590,605,467,-59,-735,-585,-615
20171127220809,196,467,524,594,585,474,-52,-735,-605,-625
20171127220810,172,450,500,623,588,511,-51,-735,-575,-605
20171127220810,176,446,500,625,583,524,-55,-735,-645,-635
20171127220811,181,444,493,618,579,520,-50,-765,-565,-655
20171127220812,178,448,500,621,583,515,-58,-765,-545,-655
20171127220813,175,446,498,625,583,513,-55,-695,-565,-645
20171127220813,179,446,500,623,581,513,-55,-705,-545,-645
20171127220815,176,446,495,621,583,507,-52,-695,-575,-655
20171127220815,164,426,476,647,577,537,-54,-735,-585,-645
20171127220816,174,408,460,656,559,559,-54,-735,-585,-565
20171127220816,173,405,458,660,557,559,-60,-685,-725,-605
20171127220817,167,403,452,662,561,566,-53,-685,-635,-575
20171127220818,170,403,452,660,559,566,-58,-605,-605,-555
20171127220818,168,405,454,660,561,566,-58,-715,-595,-575
20171127220819,177,401,454,660,552,566,-58,-715,-635,-605
20171127220820,171,402,454,662,557,559,-57,-705,-595,-585
20171127220820,176,404,456,658,555,561,-54,-595,-635,-595
20171127220821,180,400,454,658,550,559,-52,-575,-585,-585
20171127220821,180,381,436,675,537,594,-62,-725,-665,-665
20171127220822,155,367,416,702,546,625,-52,-725,-685,-595
20171127220823,150,363,408,706,548,621,-59,-675,-645,-625
20171127220823,167,359,412,702,533,623,-52,-665,-585,-625
20171127220824,162,359,410,704,537,629,-51,-635,-585,-665
20171127220824,164,359,412,704,535,623,-55,-655,-585,-655
20171127220826,166,361,416,702,535,629,-51,-685,-705,-625
20171127220827,170,358,412,700,530,629,-56,-695,-575,-625
20171127220827,160,345,397,717,530,638,-53,-695,-575,-635
20171127220828,167,321,379,735,511,669,-56,-725,-545,-695
20171127220829,163,310,368,748,508,674,-59,-865,-565,-625
20171127220829,168,310,366,742,504,687,-59,-865,-565,-715
20171127220830,176,310,371,739,498,675,-59,-615,-605,-655
20171127220831,172,311,372,743,502,678,-57,-615,-595,-685
20171127220831,171,309,368,742,502,675,-54,-615,-595,-645
20171127220832,176,309,372,743,498,666,-54,-615,-575,-655
20171127220832,175,311,375,742,500,674,-58,-615,-575,-715
20171127220833,175,308,371,743,498,675,-58,-675,-595,-625
20171127220834,184,295,362,750,484,675,-54,-675,-585,-655
20171127220834,202,257,337,772,449,700,-54,-735,-685,-695
20171127220835,210,243,333,783,436,708,-63,-755,-635,-715
20171127220835,208,244,326,777,436,726,-50,-755,-545,-715
20171127220836,213,237,326,783,430,711,-53,-655,-665,-715
20171127220837,217,238,331,783,427,719,-56,-655,-555,-715
20171127220837,213,245,329,772,432,713,-52,-705,-645,-745
