1,d21,15584
2,d21,15581
3,d21,15586
4,d21,15584
5,d21,15584
6,d21,15584
7,d21,15582
8,d21,15582
9,d21,15584
10,d21,15588
11,d21,15586
12,d21,15581
13,d21,15584
14,d21,15586
15,d21,15586
16,d21,15584
17,d21,15590
18,d21,15588
19,d21,15590
20,d21,15584
21,d21,15588
22,d21,15584
23,d21,15590
24,d21,15590
25,d21,15588
26,d21,15586
27,d21,15588
28,d21,15586
29,d21,15586
30,d21,15586
31,d21,15584
32,d21,15579
33,d21,15584
34,d21,15588
35,d21,15586
36,d21,15586
37,d21,15584
38,d21,15586
39,d21,15584
40,d21,15581
41,d21,15588
42,d21,15588
43,d21,15586
44,d21,15590
45,d21,15586
46,d21,15586
47,d21,15584
48,d21,15588
49,d21,15588
50,d21,15586
51,d21,15586
52,d21,15586
53,d21,15584
54,d21,15584
55,d21,15588
56,d21,15590
57,d21,15584
58,d21,15588
59,d21,15586
60,d21,15582
61,d21,15588
62,d21,15581
63,d21,15590
64,d21,15581
65,d21,15586
66,d21,15586
67,d21,15586
68,d21,15588
69,d21,15584
70,d21,15581
71,d21,15586
72,d21,15588
73,d21,15582
74,d21,15590
75,d21,15586
76,d21,15582
77,d21,15584
78,d21,15588
79,d21,15590
80,d21,15579
81,d21,15588
82,d21,15593
83,d21,15590
84,d21,15590
85,d21,15586
86,d21,15590
87,d21,15584
88,d21,15586
89,d21,15586
90,d21,15586
91,d21,15588
92,d21,15586
93,d21,15584
94,d21,15586
95,d21,15588
96,d21,15586
97,d21,15588
98,d21,15586
99,d21,15586
100,d21,15593
101,d21,15588
102,d21,15586
103,d21,15588
104,d21,15586
105,d21,15586
106,d21,15588
107,d21,15584
108,d21,15588
109,d21,15588
110,d21,15588
111,d21,15586
112,d21,15586
113,d21,15584
114,d21,15590
115,d21,15588
116,d21,15590
117,d21,15586
118,d21,15588
119,d21,15586
120,d21,15586
121,d21,15582
122,d21,15586
123,d21,15586
124,d21,15584
125,d21,15584
126,d21,15588
127,d21,15586
128,d21,15586
129,d21,15586
130,d21,15586
131,d21,15586
132,d21,15588
133,d21,15584
134,d21,15588
135,d21,15584
136,d21,15588
137,d21,15586
138,d21,15588
139,d21,15588
140,d21,15588
141,d21,15590
142,d21,15588
143,d21,15584
144,d21,15584
145,d21,15588
146,d21,15586
147,d21,15588
148,d21,15586
149,d21,15586
150,d21,15588
151,d21,15579
152,d21,15584
153,d21,15588
154,d21,15584
155,d21,15588
156,d21,15586
157,d21,15588
158,d21,15584
159,d21,15588
160,d21,15586
161,d21,15586
162,d21,15588
163,d21,15579
164,d21,15588
165,d21,15584
166,d21,15584
167,d21,15588
168,d21,15584
169,d21,15584
170,d21,15586
171,d21,15590
172,d21,15584
173,d21,15584
174,d21,15584
175,d21,15584
176,d21,15586
177,d21,15584
178,d21,15581
179,d21,15588
180,d21,15584
181,d21,15586
182,d21,15586
183,d21,15586
184,d21,15581
185,d21,15586
186,d21,15584
187,d21,15581
188,d21,15584
189,d21,15588
190,d21,15588
191,d21,15579
192,d21,15586
193,d21,15586
194,d21,15581
195,d21,15584
196,d21,15579
197,d21,15584
198,d21,15593
199,d21,15584
200,d21,15584
1,d31,15581
2,d31,15582
3,d31,15586
4,d31,15586
5,d31,15584
6,d31,15581
7,d31,15586
8,d31,15584
9,d31,15586
10,d31,15586
11,d31,15584
12,d31,15586
13,d31,15586
14,d31,15584
15,d31,15586
16,d31,15581
17,d31,15590
18,d31,15584
19,d31,15588
20,d31,15586
21,d31,15584
22,d31,15586
23,d31,15593
24,d31,15584
25,d31,15581
26,d31,15588
27,d31,15588
28,d31,15581
29,d31,15586
30,d31,15588
31,d31,15581
32,d31,15579
33,d31,15586
34,d31,15584
35,d31,15584
36,d31,15586
37,d31,15590
38,d31,15588
39,d31,15581
40,d31,15584
41,d31,15581
42,d31,15581
43,d31,15582
44,d31,15586
45,d31,15586
46,d31,15586
47,d31,15584
48,d31,15586
49,d31,15588
50,d31,15584
51,d31,15584
52,d31,15586
53,d31,15581
54,d31,15586
55,d31,15584
56,d31,15588
57,d31,15588
58,d31,15586
59,d31,15590
60,d31,15577
61,d31,15588
62,d31,15584
63,d31,15586
64,d31,15581
65,d31,15586
66,d31,15586
67,d31,15584
68,d31,15584
69,d31,15590
70,d31,15584
71,d31,15584
72,d31,15581
73,d31,15588
74,d31,15577
75,d31,15581
76,d31,15586
77,d31,15581
78,d31,15581
79,d31,15579
80,d31,15581
81,d31,15590
82,d31,15579
83,d31,15586
84,d31,15586
85,d31,15577
86,d31,15577
87,d31,15581
88,d31,15584
89,d31,15590
90,d31,15581
91,d31,15581
92,d31,15581
93,d31,15586
94,d31,15584
95,d31,15581
96,d31,15581
97,d31,15584
98,d31,15584
99,d31,15586
100,d31,15581
101,d31,15588
102,d31,15584
103,d31,15584
104,d31,15579
105,d31,15586
106,d31,15584
107,d31,15586
108,d31,15588
109,d31,15584
110,d31,15582
111,d31,15581
112,d31,15581
113,d31,15593
114,d31,15581
115,d31,15588
116,d31,15586
117,d31,15586
118,d31,15579
119,d31,15586
120,d31,15586
121,d31,15586
122,d31,15581
123,d31,15584
124,d31,15577
125,d31,15586
126,d31,15584
127,d31,15588
128,d31,15579
129,d31,15582
130,d31,15586
131,d31,15584
132,d31,15584
133,d31,15581
134,d31,15584
135,d31,15584
136,d31,15588
137,d31,15588
138,d31,15584
139,d31,15586
140,d31,15582
141,d31,15590
142,d31,15584
143,d31,15584
144,d31,15588
145,d31,15579
146,d31,15584
147,d31,15584
148,d31,15588
149,d31,15584
150,d31,15588
151,d31,15582
152,d31,15581
153,d31,15586
154,d31,15579
155,d31,15586
156,d31,15586
157,d31,15584
158,d31,15581
159,d31,15577
160,d31,15584
161,d31,15584
162,d31,15584
163,d31,15581
164,d31,15586
165,d31,15581
166,d31,15586
167,d31,15584
168,d31,15586
169,d31,15586
170,d31,15584
171,d31,15588
172,d31,15584
173,d31,15588
174,d31,15586
175,d31,15586
176,d31,15584
177,d31,15579
178,d31,15584
179,d31,15579
180,d31,15581
181,d31,15586
182,d31,15590
183,d31,15586
184,d31,15579
185,d31,15579
186,d31,15581
187,d31,15588
188,d31,15590
189,d31,15581
190,d31,15584
191,d31,15584
192,d31,15586
193,d31,15584
194,d31,15584
195,d31,15584
196,d31,15586
197,d31,15581
198,d31,15588
199,d31,15579
200,d31,15584
1,d12,15586
2,d12,15579
3,d12,15588
4,d12,15586
5,d12,15584
6,d12,15581
7,d12,15584
8,d12,15586
9,d12,15586
10,d12,15586
11,d12,15588
12,d12,15588
13,d12,15584
14,d12,15584
15,d12,15584
16,d12,15581
17,d12,15588
18,d12,15588
19,d12,15588
20,d12,15588
21,d12,15586
22,d12,15586
23,d12,15588
24,d12,15584
25,d12,15584
26,d12,15579
27,d12,15588
28,d12,15586
29,d12,15588
30,d12,15581
31,d12,15588
32,d12,15588
33,d12,15581
34,d12,15586
35,d12,15586
36,d12,15584
37,d12,15588
38,d12,15584
39,d12,15586
40,d12,15588
41,d12,15586
42,d12,15586
43,d12,15584
44,d12,15588
45,d12,15584
46,d12,15581
47,d12,15586
48,d12,15586
49,d12,15584
50,d12,15586
51,d12,15581
52,d12,15584
53,d12,15581
54,d12,15590
55,d12,15581
56,d12,15586
57,d12,15586
58,d12,15581
59,d12,15584
60,d12,15588
61,d12,15584
62,d12,15584
63,d12,15579
64,d12,15581
65,d12,15581
66,d12,15584
67,d12,15586
68,d12,15584
69,d12,15581
70,d12,15581
71,d12,15586
72,d12,15584
73,d12,15584
74,d12,15579
75,d12,15584
76,d12,15586
77,d12,15579
78,d12,15581
79,d12,15586
80,d12,15584
81,d12,15581
82,d12,15584
83,d12,15579
84,d12,15584
85,d12,15584
86,d12,15590
87,d12,15586
88,d12,15588
89,d12,15584
90,d12,15581
91,d12,15588
92,d12,15584
93,d12,15584
94,d12,15584
95,d12,15581
96,d12,15584
97,d12,15584
98,d12,15586
99,d12,15584
100,d12,15579
101,d12,15581
102,d12,15590
103,d12,15586
104,d12,15581
105,d12,15586
106,d12,15584
107,d12,15586
108,d12,15581
109,d12,15584
110,d12,15586
111,d12,15579
112,d12,15586
113,d12,15584
114,d12,15584
115,d12,15584
116,d12,15584
117,d12,15586
118,d12,15584
119,d12,15581
120,d12,15586
121,d12,15584
122,d12,15579
123,d12,15581
124,d12,15581
125,d12,15586
126,d12,15590
127,d12,15584
128,d12,15584
129,d12,15581
130,d12,15581
131,d12,15581
132,d12,15584
133,d12,15584
134,d12,15579
135,d12,15584
136,d12,15581
137,d12,15581
138,d12,15584
139,d12,15581
140,d12,15581
141,d12,15584
142,d12,15588
143,d12,15581
144,d12,15584
145,d12,15584
146,d12,15588
147,d12,15588
148,d12,15584
149,d12,15584
150,d12,15584
151,d12,15581
152,d12,15586
153,d12,15584
154,d12,15584
155,d12,15584
156,d12,15584
157,d12,15588
158,d12,15581
159,d12,15584
160,d12,15584
161,d12,15581
162,d12,15588
163,d12,15584
164,d12,15586
165,d12,15584
166,d12,15584
167,d12,15586
168,d12,15579
169,d12,15581
170,d12,15586
171,d12,15584
172,d12,15586
173,d12,15581
174,d12,15584
175,d12,15579
