Oficina test

N1 = (0,0)
N2 = (503,958)
N3 = (584,25)
N4 = (120,936)

Timestamps, x_calculated, y_calculated, d1, d2, d3, d4, rssi1, rssi2, rssi3, rssi4
20171127222817,493,345,607,627,346,708,-63,-645,-665,-65
20171127222818,495,326,598,645,326,735,-60,-585,-635,-71
20171127222818,498,321,598,651,322,737,-69,-545,-555,-79
20171127222819,497,321,597,651,322,770,-69,-605,-705,-79
20171127222820,489,306,585,674,316,742,-64,-515,-565,-79
20171127222821,480,285,570,700,304,742,-64,-575,-565,-70
20171127222821,501,264,572,708,267,743,-65,-555,-575,-62
20171127222822,481,282,570,704,302,748,-65,-575,-555,-60
20171127222823,480,272,561,706,285,757,-65,-585,-555,-66
20171127222823,489,251,557,724,261,768,-62,-605,-555,-60
20171127222824,483,229,542,743,241,774,-55,-615,-595,-63
20171127222824,492,224,546,746,230,785,-55,-645,-755,-68
20171127222825,489,223,544,748,232,787,-55,-645,-565,-65
20171127222826,496,227,552,746,234,792,-63,-685,-585,-64
20171127222826,484,206,533,765,219,810,-63,-675,-585,-63
20171127222827,482,181,524,792,201,820,-67,-585,-555,-68
20171127222827,492,172,526,794,181,827,-65,-615,-585,-67
20171127222828,492,170,526,796,181,825,-65,-625,-545,-67
20171127222829,486,165,520,803,181,825,-62,-635,-545,-64
20171127222829,479,151,515,823,181,845,-62,-615,-595,-72
20171127222830,484,133,511,836,159,860,-71,-615,-655,-72
20171127222831,486,126,511,842,151,869,-62,-605,-515,-66
20171127222831,487,128,513,840,153,866,-69,-605,-495,-66
20171127222832,491,118,513,849,142,878,-66,-595,-515,-66
20171127222832,482,103,511,871,149,891,-66,-605,-525,-77
20171127222833,477,84,502,886,140,908,-66,-635,-505,-63
20171127222834,488,65,502,897,113,917,-68,-625,-515,-61
20171127222834,488,71,500,891,113,915,-68,-625,-545,-71
20171127222835,484,71,498,891,118,917,-68,-655,-535,-66
20171127222835,460,69,476,895,142,917,-68,-655,-585,-65
20171127222836,414,69,456,908,210,924,-71,-695,-585,-65
20171127222837,416,63,460,913,210,930,-71,-725,-585,-65
20171127222837,412,64,456,913,214,930,-69,-655,-585,-71
20171127222838,448,52,460,910,146,935,-69,-725,-575,-66
20171127222838,424,62,443,904,177,928,-71,-865,-625,-72
20171127222839,391,47,423,924,221,921,-64,-865,-685,-71
20171127222840,394,54,416,915,208,915,-64,-865,-605,-67
