Oficina test

N1 = (0,0)
N2 = (503,958)
N3 = (584,25)
N4 = (120,936)

Timestamps, x_calculated, y_calculated, d1, d2, d3, d4, rssi1, rssi2, rssi3, rssi4
20171127222024,82,343,371,761,588,610,-60,-737,-567,-627
20171127222025,74,361,384,748,605,598,-60,-737,-617,-627
20171127222025,64,371,384,739,621,592,-53,-737,-577,-627
20171127222026,57,386,397,730,636,581,-57,-737,-577,-687
20171127222028,39,425,430,708,674,544,-63,-707,-567,-647
20171127222028,40,440,443,695,684,539,-63,-707,-607,-627
20171127222030,40,466,469,675,700,515,-70,-687,-567,-637
20171127222030,35,479,484,671,711,502,-70,-687,-587,-707
20171127222031,56,477,487,662,691,493,-70,-647,-657,-607
20171127222031,63,488,502,651,691,476,-70,-677,-597,-607
20171127222032,65,497,504,638,700,469,-55,-677,-637,-677
20171127222034,53,534,542,621,733,430,-59,-677,-647,-677
20171127222034,53,550,552,605,748,414,-62,-667,-647,-657
20171127222035,43,560,561,607,761,408,-62,-667,-687,-647
20171127222036,56,571,579,594,757,388,-61,-637,-637,-647
20171127222037,62,595,601,572,772,372,-63,-597,-717,-687
20171127222038,67,602,607,563,774,359,-63,-667,-637,-607
20171127222039,31,670,651,539,866,316,-62,-697,-597,-667
20171127222040,37,684,666,526,873,304,-65,-777,-607,-637
20171127222041,47,698,687,515,873,291,-65,-777,-607,-637
20171127222041,49,706,693,508,879,278,-65,-737,-677,-607
20171127222042,55,721,715,500,882,261,-67,-687,-677,-597
20171127222042,48,735,724,498,901,0,-67,-687,-617,0
20171127222043,48,751,737,489,917,247,-61,-667,-617,-587
20171127222044,56,759,748,480,917,223,-61,-667,-617,-557
20171127222044,67,765,765,474,906,205,-60,-657,-617,-577
20171127222045,68,780,777,465,921,197,-71,-657,-617,-577
20171127222045,91,765,787,465,875,179,-71,-657,-617,-567
20171127222046,66,798,794,460,937,173,-72,-667,-697,-617
20171127222047,63,814,810,458,952,162,-68,-667,-697,-587
20171127222047,87,799,820,454,906,149,-68,-647,-697,-567
20171127222048,78,817,832,454,930,146,-68,-647,-707,-547
20171127222049,68,841,840,447,969,124,-68,-557,-707,-547
20171127222049,75,843,851,445,959,122,-68,-627,-627,-537
20171127222050,68,855,866,452,969,105,-66,-687,-627,-517
20171127222050,62,866,875,454,983,113,-66,-687,-597,-527
20171127222051,59,868,873,454,990,102,-55,-687,-647,-547
20171127222052,53,875,879,458,1000,94,-55,-687,-67,-5487
20171127222052,49,873,869,458,1009,98,-53,-787,-67,-5787
20171127222053,56,882,875,447,1016,76,-63,-720,-70,-6820
20171127222054,59,884,879,445,1014,65,-58,-690,-70,-6820
20171127222055,67,894,891,436,1018,61,-60,-752,-62,-7790
20171127222055,68,893,891,436,1016,63,-66,-752,-62,-5852
20171127222056,78,888,888,427,1005,61,-55,-756,-66,-5752
20171127222056,92,890,886,410,1005,63,-65,-755,-65,-5356
20171127222057,104,893,895,401,996,54,-65,-745,-655,-6255
20171127222058,126,903,910,379,992,59,-57,-835,-665,-5345
20171127222059,133,896,900,371,987,65,-68,-835,-665,-5235
20171127222059,145,890,895,359,978,72,-68,-725,-675,-5335
20171127222100,159,894,904,346,972,83,-65,-745,-675,-5225
20171127222101,176,890,904,331,961,91,-66,-745,-675,-5845
20171127222101,182,894,908,324,963,107,-66,-675,-615,-665
20171127222102,190,895,915,318,956,146,-69,-675,-725,-705
20171127222102,202,897,921,307,952,136,-69,-755,-725,-705
20171127222104,235,903,926,269,952,151,-62,-645,-765,-705
20171127222105,241,899,924,263,946,158,-54,-595,-695,-685
20171127222106,265,889,921,243,928,199,-59,-635,-735,-575
20171127222107,279,893,932,230,924,188,-68,-635,-735,-625
20171127222107,291,893,937,219,919,204,-71,-685,-615,-625
20171127222108,308,887,937,205,908,223,-71,-685,-805,-645
20171127222109,312,888,935,199,910,232,-75,-785,-655,-755
20171127222110,332,879,926,179,900,239,-75,-595,-785,-615
20171127222110,345,876,926,168,895,265,-72,-675,-775,-675
20171127222111,361,885,946,153,895,267,-72,-675,-775,-615
20171127222112,366,887,948,146,897,269,-71,-505,-595,-675
20171127222112,376,885,954,140,891,280,-59,-535,-675,-715
20171127222114,390,880,950,129,884,300,-61,-665,-655,-645
20171127222114,400,889,968,118,888,318,-54,-575,-715,-625
20171127222115,415,883,968,109,879,337,-63,-595,-635,-625
20171127222115,412,888,968,107,886,0,-51,-595,-635,0
20171127222116,423,891,981,100,884,346,-60,-595,-625,-675
20171127222116,431,891,981,91,884,357,-53,-4915,-615,-615
20171127222117,445,889,985,81,879,371,-53,-5315,-615,-695
20171127222118,446,891,992,83,879,379,-67,-5025,-625,-625
20171127222118,449,893,998,83,879,386,-58,-6415,-615,-685
20171127222119,461,891,1007,81,875,386,-65,-5405,-605,-625
20171127222120,462,880,1007,100,864,388,-63,-555,-595,-645
20171127222120,512,856,998,116,849,392,-63,-705,-595,-605
20171127222121,529,855,1005,109,836,401,-66,-625,-635,-605
20171127222121,505,846,987,120,833,408,-56,-495,-665,-625
20171127222122,492,837,976,133,827,434,-61,-495,-595,-785
20171127222123,529,820,972,162,823,416,-60,-515,-625,-595
20171127222123,457,827,961,158,818,410,-65,-475,-685,-735
20171127222124,500,816,961,159,810,410,-65,-495,-645,-615
20171127222124,514,795,948,184,794,410,-66,-565,-645,-585
20171127222125,527,787,946,188,781,423,-66,-525,-635,-545
20171127222126,541,769,937,208,763,447,-71,-515,-725,-585
20171127222127,511,756,915,217,750,0,-71,-485,-725,0
20171127222127,524,744,910,232,739,465,-72,-495,-725,-635
20171127222128,508,740,901,236,737,458,-72,-505,-665,-615
20171127222129,527,721,893,252,713,447,-65,-515,-665,-635
20171127222129,533,711,888,265,706,454,-62,-595,-665,-665
20171127222130,506,696,864,278,691,469,-62,-535,-665,-585
20171127222131,510,689,860,285,684,474,-64,-555,-685,-565
20171127222131,504,678,849,298,675,0,-64,-505,-625,0
20171127222132,521,659,842,322,660,508,-58,-545,-625,-615
20171127222132,526,651,838,326,647,493,-65,-595,-625,-595
20171127222133,506,645,823,329,640,458,-65,-615,-625,-585
20171127222134,501,637,814,337,632,467,-61,-525,-605,-605
20171127222134,506,618,803,362,618,508,-71,-605,-605,-605
20171127222135,503,610,796,371,612,517,-71,-615,-645,-615
20171127222135,500,593,779,377,585,529,-71,-535,-675,-615
20171127222136,504,576,768,392,566,537,-73,-525,-675,-545
20171127222137,504,563,759,408,557,552,-59,-575,-585,-585
20171127222137,506,551,752,425,548,577,-59,-575,-595,-555
20171127222138,506,521,730,454,517,598,-67,-605,-615,-575
20171127222139,507,507,721,467,504,598,-67,-525,-615,-575
20171127222140,504,497,713,482,498,561,-69,-575,-615,-605
20171127222140,496,488,702,493,491,581,-68,-585,-605,-605
20171127222141,500,474,693,500,471,585,-62,-585,-605,-655
20171127222142,503,444,678,542,452,682,-65,-525,-635,-585
20171127222143,501,434,669,548,439,666,-65,-585,-635,-575
20171127222143,491,416,651,563,421,653,-56,-545,-635,-575
20171127222145,488,384,627,590,386,678,-60,-655,-585,-635
20171127222145,494,374,625,601,375,695,-78,-575,-585,-665
20171127222146,486,352,607,625,357,702,-59,-655,-625,-625
20171127222146,482,338,598,645,350,706,-61,-565,-615,-625
20171127222147,484,330,594,649,340,721,-61,-525,-615,-725
20171127222148,477,323,588,666,342,739,-57,-525,-565,-725
20171127222148,475,296,568,680,307,739,-66,-525,-565,-595
20171127222149,463,299,568,695,329,746,-60,-565,-625,-595
20171127222149,485,273,566,708,287,757,-72,-595,-555,-595
20171127222151,493,247,559,728,256,777,-60,-575,-585,-615
20171127222151,487,225,544,748,236,787,-71,-575,-605,-615
20171127222152,483,215,535,755,226,796,-71,-575,-605,-625
20171127222153,481,198,530,777,217,810,-64,-685,-645,-625
20171127222153,488,186,533,790,205,818,-69,-645,-545,-605
20171127222154,483,180,530,801,208,836,-69,-645,-545,-645
20171127222154,492,155,522,811,168,845,-69,-575,-605,-655
20171127222155,486,149,520,825,175,858,-69,-615,-585,-695
20171127222156,490,136,522,840,164,866,-63,-585,-585,-695
20171127222156,499,121,522,847,140,873,-63,-635,-625,-665
20171127222157,486,108,508,860,140,891,-63,-635,-525,-665
20171127222157,485,88,504,878,129,908,-67,-625,-565,-665
20171127222158,488,80,507,886,124,910,-67,-625,-565,-665
20171127222159,486,63,502,900,116,930,-68,-625,-545,-665
20171127222159,471,45,482,915,122,935,-68,-625,-515,-685
20171127222200,449,35,476,928,159,932,-68,-645,-565,-685
20171127222200,440,31,474,932,175,939,-68,-655,-565,-695
20171127222201,455,99,467,860,149,939,-68,-655,-595,-645
20171127222202,425,82,439,882,175,930,-72,-725,-605,-635
20171127222203,411,73,427,893,188,926,-57,-725,-605,-675
20171127222203,400,91,414,875,199,919,-66,-645,-605,-685
20171127222204,382,52,401,917,217,913,-66,-665,-515,-705
20171127222205,366,43,386,928,234,901,-70,-665,-575,-705
20171127222205,361,60,381,913,239,891,-70,-685,-555,-805
20171127222206,339,57,364,921,265,884,-61,-615,-585,-665
20171127222207,317,62,342,921,287,875,-72,-655,-605,-665
20171127222208,309,57,331,926,291,871,-72,-655,-665,-665
20171127222208,288,52,318,937,320,869,-56,-655,-585,-665
20171127222209,276,52,300,939,326,871,-69,-655,-585,-635
20171127222210,259,56,287,941,346,871,-53,-685,-625,-645
20171127222210,248,59,276,941,355,864,-53,-685,-685,-655
20171127222211,241,83,265,917,355,862,-62,-715,-615,-645
20171127222211,232,51,252,950,364,862,-62,-685,-615,-625
20171127222212,219,89,243,917,375,866,-53,-685,-725,-665
20171127222213,194,93,230,926,405,860,-53,-685,-725,-665
20171127222213,208,68,223,939,381,855,-58,-685,-635,-625
20171127222214,189,109,219,904,403,847,-55,-685,-645,-625
20171127222214,197,102,223,908,394,847,-55,-685,-645,-625
20171127222215,184,117,221,901,412,842,-58,-685,-635,-625
20171127222216,186,135,234,884,414,820,-61,-675,-585,-695
20171127222217,178,138,227,882,421,814,-64,-695,-605,-695
20171127222218,160,186,256,853,456,796,-60,-695,-615,-725
20171127222219,166,199,272,842,456,779,-61,-695,-625,-725
20171127222219,182,205,282,825,443,768,-61,-675,-615,-715
20171127222220,187,207,289,823,440,750,-75,-745,-725,-635
20171127222221,186,224,298,805,447,739,-56,-625,-525,-645
20171127222221,171,244,307,796,469,724,-56,-625,-545,-735
20171127222222,167,264,329,787,482,711,-56,-755,-555,-735
20171127222222,218,255,357,779,439,702,-61,-625,-545,-725
20171127222223,216,270,366,765,447,689,-59,-825,-545,-645
20171127222224,198,285,366,757,469,674,-59,-825,-505,-655
20171127222224,179,320,386,733,502,658,-63,-715,-515,-705
20171127222225,173,332,388,721,513,638,-64,-715,-495,-635
20171127222225,172,361,427,708,530,618,-64,-685,-545,-635
20171127222226,181,385,465,695,537,607,-64,-635,-555,-655
20171127222227,173,368,416,684,535,581,-68,-635,-685,-655
20171127222227,191,402,484,674,542,577,-68,-615,-565,-635
20171127222228,186,425,504,658,559,555,-68,-725,-535,-685
20171127222230,173,455,511,623,590,515,-69,-675,-545,-665
20171127222230,174,458,498,605,594,500,-67,-635,-575,-655
20171127222231,217,502,598,585,594,489,-61,-635,-615,-625
20171127222232,190,492,546,577,607,474,-61,-655,-575,-595
20171127222232,158,531,570,561,656,458,-61,-655,-735,-595
20171127222233,152,548,579,548,674,443,-61,-655,-555,-615
20171127222233,152,559,585,535,684,439,-74,-725,-585,-625
20171127222234,208,552,607,515,643,399,-74,-725,-585,-635
20171127222235,193,572,616,504,669,388,-74,-615,-535,-655
20171127222235,201,571,612,495,665,368,-59,-615,-565,-655
20171127222236,199,611,662,476,693,353,-56,-605,-565,-595
20171127222236,192,619,658,467,708,355,-63,-575,-565,-675
20171127222238,184,653,691,449,739,320,-58,-585,-625,-675
20171127222238,187,680,715,427,761,302,-77,-635,-625,-675
20171127222239,186,686,715,419,770,289,-61,-635,-675,-615
20171127222239,187,699,726,410,781,0,-67,-615,-595,0
20171127222240,191,713,743,399,790,256,-71,-595,-595,-605
20171127222241,192,729,755,386,805,247,-60,-665,-595,-585
20171127222241,197,754,792,375,818,226,-60,-695,-595,-595
20171127222242,192,750,772,371,827,210,-61,-695,-545,-575
20171127222243,194,769,798,364,838,197,-77,-615,-545,-585
20171127222243,195,774,798,357,845,188,-58,-615,-545,-605
20171127222244,195,821,849,340,882,166,-64,-575,-635,-635
20171127222245,193,832,849,331,901,162,-59,-675,-655,-645
20171127222247,193,876,895,318,939,129,-63,-695,-665,-545
20171127222247,198,884,915,318,935,124,-63,-645,-665,-515
20171127222248,193,934,998,337,946,105,-63,-645,-665,-615
20171127222249,196,933,994,331,948,105,-63,-645,-625,-485
20171127222249,186,906,946,333,948,102,-73,-655,-625,-505
